ZipCode,EstimatedCombinedRate,,,,
40356,0.06,,,,
40357,0.06,,,,
40358,0.06,,,,
40359,0.06,,,,
40360,0.06,,,,
40361,0.06,,,,
40362,0.06,,,,
40363,0.06,,,,
40366,0.06,,,,
40370,0.06,,,,
40371,0.06,,,,
40372,0.06,,,,
40374,0.06,,,,
40376,0.06,,,,
40379,0.06,,,,
40380,0.06,,,,
40383,0.06,,,,
40384,0.06,,,,
40385,0.06,,,,
40387,0.06,,,,
40390,0.06,,,,
40391,0.06,,,,
40392,0.06,,,,
40402,0.06,,,,
40403,0.06,,,,
40404,0.06,,,,
40405,0.06,,,,
40409,0.06,,,,
40410,0.06,,,,
40419,0.06,,,,
40422,0.06,,,,
40423,0.06,,,,
40434,0.06,,,,
40437,0.06,,,,
40440,0.06,,,,
40442,0.06,,,,
40444,0.06,,,,
40445,0.06,,,,
40446,0.06,,,,
40447,0.06,,,,
40448,0.06,,,,
40452,0.06,,,,
40456,0.06,,,,
40460,0.06,,,,
40461,0.06,,,,
40464,0.06,,,,
40468,0.06,,,,
40472,0.06,,,,
40473,0.06,,,,
40475,0.06,,,,
40476,0.06,,,,
40481,0.06,,,,
40484,0.06,,,,
40486,0.06,,,,
40488,0.06,,,,
40489,0.06,,,,
40492,0.06,,,,
40502,0.06,,,,
40503,0.06,,,,
40504,0.06,,,,
40505,0.06,,,,
40506,0.06,,,,
40507,0.06,,,,
40508,0.06,,,,
40509,0.06,,,,
40510,0.06,,,,
40511,0.06,,,,
40512,0.06,,,,
40513,0.06,,,,
40514,0.06,,,,
40515,0.06,,,,
40516,0.06,,,,
40517,0.06,,,,
40522,0.06,,,,
40523,0.06,,,,
40524,0.06,,,,
40526,0.06,,,,
40533,0.06,,,,
40536,0.06,,,,
40544,0.06,,,,
40546,0.06,,,,
40550,0.06,,,,
40555,0.06,,,,
40574,0.06,,,,
40575,0.06,,,,
40576,0.06,,,,
40577,0.06,,,,
40578,0.06,,,,
40579,0.06,,,,
40580,0.06,,,,
40581,0.06,,,,
40582,0.06,,,,
40583,0.06,,,,
40588,0.06,,,,
40591,0.06,,,,
40598,0.06,,,,
40601,0.06,,,,
40602,0.06,,,,
40603,0.06,,,,
40604,0.06,,,,
40618,0.06,,,,
40619,0.06,,,,
40620,0.06,,,,
40621,0.06,,,,
40622,0.06,,,,
40701,0.06,,,,
40702,0.06,,,,
40724,0.06,,,,
40729,0.06,,,,
40730,0.06,,,,
40734,0.06,,,,
40737,0.06,,,,
40740,0.06,,,,
40741,0.06,,,,
40742,0.06,,,,
40743,0.06,,,,
40744,0.06,,,,
40745,0.06,,,,
40750,0.06,,,,
40755,0.06,,,,
40759,0.06,,,,
40763,0.06,,,,
40769,0.06,,,,
40771,0.06,,,,
40801,0.06,,,,
40803,0.06,,,,
40806,0.06,,,,
40807,0.06,,,,
40808,0.06,,,,
40810,0.06,,,,
40813,0.06,,,,
40815,0.06,,,,
40816,0.06,,,,
40818,0.06,,,,
40819,0.06,,,,
40820,0.06,,,,
40823,0.06,,,,
40824,0.06,,,,
40826,0.06,,,,
40827,0.06,,,,
40828,0.06,,,,
40829,0.06,,,,
40830,0.06,,,,
40831,0.06,,,,
40840,0.06,,,,
40843,0.06,,,,
40844,0.06,,,,
40845,0.06,,,,
40847,0.06,,,,
40849,0.06,,,,
40854,0.06,,,,
40855,0.06,,,,
40856,0.06,,,,
40858,0.06,,,,
40862,0.06,,,,
40863,0.06,,,,
40865,0.06,,,,
40868,0.06,,,,
40870,0.06,,,,
40873,0.06,,,,
40874,0.06,,,,
40902,0.06,,,,
40903,0.06,,,,
40906,0.06,,,,
40913,0.06,,,,
40914,0.06,,,,
40915,0.06,,,,
40921,0.06,,,,
40923,0.06,,,,
40927,0.06,,,,
40930,0.06,,,,
40932,0.06,,,,
40935,0.06,,,,
40939,0.06,,,,
40940,0.06,,,,
40941,0.06,,,,
40943,0.06,,,,
40944,0.06,,,,
40946,0.06,,,,
40949,0.06,,,,
40951,0.06,,,,
40953,0.06,,,,
40955,0.06,,,,
40958,0.06,,,,
40962,0.06,,,,
40964,0.06,,,,
40965,0.06,,,,
40972,0.06,,,,
40977,0.06,,,,
40979,0.06,,,,
40981,0.06,,,,
40982,0.06,,,,
40983,0.06,,,,
40988,0.06,,,,
40995,0.06,,,,
40997,0.06,,,,
41001,0.06,,,,
41002,0.06,,,,
41003,0.06,,,,
41004,0.06,,,,
41005,0.06,,,,
41006,0.06,,,,
41007,0.06,,,,
41008,0.06,,,,
41010,0.06,,,,
41011,0.06,,,,
41012,0.06,,,,
41014,0.06,,,,
41015,0.06,,,,
41016,0.06,,,,
41017,0.06,,,,
41018,0.06,,,,
41019,0.06,,,,
41021,0.06,,,,
41022,0.06,,,,
41025,0.06,,,,
41030,0.06,,,,
41031,0.06,,,,
41033,0.06,,,,
41034,0.06,,,,
41035,0.06,,,,
41037,0.06,,,,
41039,0.06,,,,
41040,0.06,,,,
41041,0.06,,,,
41042,0.06,,,,
41043,0.06,,,,
41044,0.06,,,,
41045,0.06,,,,
41046,0.06,,,,
41048,0.06,,,,
41049,0.06,,,,
41051,0.06,,,,
41052,0.06,,,,
41053,0.06,,,,
41055,0.06,,,,
41056,0.06,,,,
41059,0.06,,,,
41061,0.06,,,,
41062,0.06,,,,
41063,0.06,,,,
41064,0.06,,,,
41071,0.06,,,,
41072,0.06,,,,
41073,0.06,,,,
41074,0.06,,,,
41075,0.06,,,,
41076,0.06,,,,
41080,0.06,,,,
41081,0.06,,,,
41083,0.06,,,,
41085,0.06,,,,
41086,0.06,,,,
41091,0.06,,,,
41092,0.06,,,,
41093,0.06,,,,
41094,0.06,,,,
41095,0.06,,,,
41096,0.06,,,,
41097,0.06,,,,
41098,0.06,,,,
41099,0.06,,,,
41101,0.06,,,,
41102,0.06,,,,
41105,0.06,,,,
41114,0.06,,,,
41121,0.06,,,,
41124,0.06,,,,
41128,0.06,,,,
41129,0.06,,,,
41132,0.06,,,,
41135,0.06,,,,
41139,0.06,,,,
41141,0.06,,,,
41142,0.06,,,,
41143,0.06,,,,
41144,0.06,,,,
41146,0.06,,,,
41149,0.06,,,,
41159,0.06,,,,
41160,0.06,,,,
41164,0.06,,,,
41166,0.06,,,,
41168,0.06,,,,
41169,0.06,,,,
41171,0.06,,,,
41173,0.06,,,,
41174,0.06,,,,
41175,0.06,,,,
41179,0.06,,,,
41180,0.06,,,,
41181,0.06,,,,
41183,0.06,,,,
41189,0.06,,,,
41201,0.06,,,,
41203,0.06,,,,
41204,0.06,,,,
41214,0.06,,,,
41216,0.06,,,,
41219,0.06,,,,
41222,0.06,,,,
41224,0.06,,,,
41226,0.06,,,,
41230,0.06,,,,
41231,0.06,,,,
41232,0.06,,,,
41234,0.06,,,,
41238,0.06,,,,
41240,0.06,,,,
41250,0.06,,,,
41254,0.06,,,,
41255,0.06,,,,
41256,0.06,,,,
41257,0.06,,,,
41260,0.06,,,,
41262,0.06,,,,
41263,0.06,,,,
41264,0.06,,,,
41265,0.06,,,,
41267,0.06,,,,
41268,0.06,,,,
41271,0.06,,,,
41274,0.06,,,,
41301,0.06,,,,
41307,0.06,,,,
41310,0.06,,,,
41311,0.06,,,,
41314,0.06,,,,
41317,0.06,,,,
41332,0.06,,,,
41333,0.06,,,,
41339,0.06,,,,
41347,0.06,,,,
41348,0.06,,,,
41351,0.06,,,,
41352,0.06,,,,
41360,0.06,,,,
41364,0.06,,,,
41365,0.06,,,,
41366,0.06,,,,
41367,0.06,,,,
41368,0.06,,,,
41385,0.06,,,,
41386,0.06,,,,
41390,0.06,,,,
41397,0.06,,,,
41408,0.06,,,,
41413,0.06,,,,
41421,0.06,,,,
41425,0.06,,,,
41426,0.06,,,,
41451,0.06,,,,
41459,0.06,,,,
41464,0.06,,,,
41465,0.06,,,,
41472,0.06,,,,
41501,0.06,,,,
41502,0.06,,,,
41503,0.06,,,,
41512,0.06,,,,
41513,0.06,,,,
41514,0.06,,,,
41517,0.06,,,,
41519,0.06,,,,
41520,0.06,,,,
41522,0.06,,,,
41524,0.06,,,,
41526,0.06,,,,
41527,0.06,,,,
41528,0.06,,,,
41531,0.06,,,,
41534,0.06,,,,
41535,0.06,,,,
41537,0.06,,,,
41538,0.06,,,,
41539,0.06,,,,
41540,0.06,,,,
41542,0.06,,,,
41543,0.06,,,,
41544,0.06,,,,
41547,0.06,,,,
41548,0.06,,,,
41549,0.06,,,,
41553,0.06,,,,
41554,0.06,,,,
41555,0.06,,,,
41557,0.06,,,,
41558,0.06,,,,
41559,0.06,,,,
41560,0.06,,,,
41561,0.06,,,,
41562,0.06,,,,
41563,0.06,,,,
41564,0.06,,,,
41566,0.06,,,,
41567,0.06,,,,
41568,0.06,,,,
41571,0.06,,,,
41572,0.06,,,,
41601,0.06,,,,
41602,0.06,,,,
41603,0.06,,,,
41604,0.06,,,,
41605,0.06,,,,
41606,0.06,,,,
41607,0.06,,,,
41612,0.06,,,,
41615,0.06,,,,
41616,0.06,,,,
41619,0.06,,,,
41621,0.06,,,,
41622,0.06,,,,
41630,0.06,,,,
41631,0.06,,,,
41632,0.06,,,,
41635,0.06,,,,
41636,0.06,,,,
41640,0.06,,,,
41642,0.06,,,,
41643,0.06,,,,
41645,0.06,,,,
41647,0.06,,,,
41649,0.06,,,,
41650,0.06,,,,
41651,0.06,,,,
41653,0.06,,,,
41655,0.06,,,,
41659,0.06,,,,
41660,0.06,,,,
41663,0.06,,,,
41666,0.06,,,,
41667,0.06,,,,
41669,0.06,,,,
41701,0.06,,,,
41702,0.06,,,,
41712,0.06,,,,
41713,0.06,,,,
41714,0.06,,,,
41719,0.06,,,,
41721,0.06,,,,
41722,0.06,,,,
41723,0.06,,,,
41725,0.06,,,,
41727,0.06,,,,
41729,0.06,,,,
41731,0.06,,,,
41735,0.06,,,,
41736,0.06,,,,
41739,0.06,,,,
41740,0.06,,,,
41743,0.06,,,,
41745,0.06,,,,
41746,0.06,,,,
41749,0.06,,,,
41751,0.06,,,,
41754,0.06,,,,
41759,0.06,,,,
41760,0.06,,,,
41762,0.06,,,,
41763,0.06,,,,
41764,0.06,,,,
41766,0.06,,,,
41772,0.06,,,,
41773,0.06,,,,
41774,0.06,,,,
41775,0.06,,,,
41776,0.06,,,,
41777,0.06,,,,
41778,0.06,,,,
41804,0.06,,,,
41810,0.06,,,,
41812,0.06,,,,
41815,0.06,,,,
41817,0.06,,,,
41819,0.06,,,,
41821,0.06,,,,
41822,0.06,,,,
41824,0.06,,,,
41825,0.06,,,,
41826,0.06,,,,
41828,0.06,,,,
41831,0.06,,,,
41832,0.06,,,,
41833,0.06,,,,
41834,0.06,,,,
41835,0.06,,,,
41836,0.06,,,,
41837,0.06,,,,
41838,0.06,,,,
41839,0.06,,,,
41840,0.06,,,,
41843,0.06,,,,
41844,0.06,,,,
41845,0.06,,,,
41847,0.06,,,,
41848,0.06,,,,
41849,0.06,,,,
41855,0.06,,,,
41858,0.06,,,,
41859,0.06,,,,
41861,0.06,,,,
41862,0.06,,,,
42001,0.06,,,,
42002,0.06,,,,
42003,0.06,,,,
42020,0.06,,,,
42021,0.06,,,,
42022,0.06,,,,
42023,0.06,,,,
42024,0.06,,,,
42025,0.06,,,,
42027,0.06,,,,
42028,0.06,,,,
42029,0.06,,,,
42031,0.06,,,,
42032,0.06,,,,
42033,0.06,,,,
42035,0.06,,,,
42036,0.06,,,,
42037,0.06,,,,
42038,0.06,,,,
42039,0.06,,,,
42040,0.06,,,,
42041,0.06,,,,
42044,0.06,,,,
42045,0.06,,,,
42047,0.06,,,,
42048,0.06,,,,
42049,0.06,,,,
42050,0.06,,,,
42051,0.06,,,,
42053,0.06,,,,
42054,0.06,,,,
42055,0.06,,,,
42056,0.06,,,,
42058,0.06,,,,
42060,0.06,,,,
42061,0.06,,,,
42063,0.06,,,,
42064,0.06,,,,
42066,0.06,,,,
42069,0.06,,,,
42070,0.06,,,,
42071,0.06,,,,
42076,0.06,,,,
42078,0.06,,,,
42079,0.06,,,,
42081,0.06,,,,
42082,0.06,,,,
42083,0.06,,,,
42084,0.06,,,,
42085,0.06,,,,
42086,0.06,,,,
42087,0.06,,,,
42088,0.06,,,,
42101,0.06,,,,
42102,0.06,,,,
42103,0.06,,,,
42104,0.06,,,,
42120,0.06,,,,
42122,0.06,,,,
42123,0.06,,,,
42124,0.06,,,,
42127,0.06,,,,
42129,0.06,,,,
42130,0.06,,,,
42131,0.06,,,,
42133,0.06,,,,
42134,0.06,,,,
42135,0.06,,,,
42140,0.06,,,,
42141,0.06,,,,
42142,0.06,,,,
42151,0.06,,,,
42152,0.06,,,,
42153,0.06,,,,
42154,0.06,,,,
42156,0.06,,,,
42157,0.06,,,,
42159,0.06,,,,
42160,0.06,,,,
42163,0.06,,,,
42164,0.06,,,,
42166,0.06,,,,
42167,0.06,,,,
42170,0.06,,,,
42171,0.06,,,,
42201,0.06,,,,
42202,0.06,,,,
42204,0.06,,,,
42206,0.06,,,,
42207,0.06,,,,
42210,0.06,,,,
42211,0.06,,,,
42214,0.06,,,,
42215,0.06,,,,
42216,0.06,,,,
42217,0.06,,,,
42219,0.06,,,,
42220,0.06,,,,
42221,0.06,,,,
42223,0.06,,,,
42232,0.06,,,,
42234,0.06,,,,
42236,0.06,,,,
42240,0.06,,,,
42241,0.06,,,,
42252,0.06,,,,
42254,0.06,,,,
42256,0.06,,,,
42259,0.06,,,,
42261,0.06,,,,
42262,0.06,,,,
42265,0.06,,,,
42266,0.06,,,,
42273,0.06,,,,
42274,0.06,,,,
42275,0.06,,,,
42276,0.06,,,,
42280,0.06,,,,
42285,0.06,,,,
42286,0.06,,,,
42288,0.06,,,,
42301,0.06,,,,
42302,0.06,,,,
42303,0.06,,,,
42304,0.06,,,,
42320,0.06,,,,
42321,0.06,,,,
42322,0.06,,,,
42323,0.06,,,,
42324,0.06,,,,
42325,0.06,,,,
42326,0.06,,,,
42327,0.06,,,,
42328,0.06,,,,
42330,0.06,,,,
42332,0.06,,,,
42333,0.06,,,,
42334,0.06,,,,
42337,0.06,,,,
42338,0.06,,,,
42339,0.06,,,,
42343,0.06,,,,
42344,0.06,,,,
42345,0.06,,,,
42347,0.06,,,,
42348,0.06,,,,
42349,0.06,,,,
42350,0.06,,,,
42351,0.06,,,,
42352,0.06,,,,
42354,0.06,,,,
42355,0.06,,,,
42356,0.06,,,,
42361,0.06,,,,
42364,0.06,,,,
42366,0.06,,,,
42367,0.06,,,,
42368,0.06,,,,
42369,0.06,,,,
42370,0.06,,,,
42371,0.06,,,,
42372,0.06,,,,
42374,0.06,,,,
42376,0.06,,,,
42378,0.06,,,,
42402,0.06,,,,
42404,0.06,,,,
42406,0.06,,,,
42408,0.06,,,,
42409,0.06,,,,
42410,0.06,,,,
42411,0.06,,,,
42413,0.06,,,,
42419,0.06,,,,
42420,0.06,,,,
42431,0.06,,,,
42436,0.06,,,,
42437,0.06,,,,
42440,0.06,,,,
42441,0.06,,,,
42442,0.06,,,,
42444,0.06,,,,
42445,0.06,,,,
42450,0.06,,,,
42451,0.06,,,,
42452,0.06,,,,
42453,0.06,,,,
42455,0.06,,,,
42456,0.06,,,,
42457,0.06,,,,
42458,0.06,,,,
42459,0.06,,,,
42460,0.06,,,,
42461,0.06,,,,
42462,0.06,,,,
42463,0.06,,,,
42464,0.06,,,,
42501,0.06,,,,
42502,0.06,,,,
42503,0.06,,,,
42516,0.06,,,,
42518,0.06,,,,
42519,0.06,,,,
42528,0.06,,,,
42533,0.06,,,,
42539,0.06,,,,
42541,0.06,,,,
42544,0.06,,,,
42553,0.06,,,,
42558,0.06,,,,
42564,0.06,,,,
42565,0.06,,,,
42566,0.06,,,,
42567,0.06,,,,
42602,0.06,,,,
42603,0.06,,,,
42629,0.06,,,,
42631,0.06,,,,
42633,0.06,,,,
42634,0.06,,,,
42635,0.06,,,,
42638,0.06,,,,
42642,0.06,,,,
42647,0.06,,,,
42649,0.06,,,,
42653,0.06,,,,
42701,0.06,,,,
42702,0.06,,,,
42712,0.06,,,,
42713,0.06,,,,
42715,0.06,,,,
42716,0.06,,,,
42717,0.06,,,,
42718,0.06,,,,
42719,0.06,,,,
42720,0.06,,,,
42721,0.06,,,,
42722,0.06,,,,
42724,0.06,,,,
42726,0.06,,,,
42728,0.06,,,,
42729,0.06,,,,
42731,0.06,,,,
42732,0.06,,,,
42733,0.06,,,,
42740,0.06,,,,
42741,0.06,,,,
42742,0.06,,,,
42743,0.06,,,,
42746,0.06,,,,
42748,0.06,,,,
42749,0.06,,,,
42753,0.06,,,,
42754,0.06,,,,
42755,0.06,,,,
42757,0.06,,,,
42758,0.06,,,,
42759,0.06,,,,
42762,0.06,,,,
42764,0.06,,,,
42765,0.06,,,,
42776,0.06,,,,
42782,0.06,,,,
42784,0.06,,,,
42788,0.06,,,,
